Genesis
[Genesis 3:16]	הֵֽרֹנֵ֔	הֵרוֹן	pregnancy	
[Job 26:9]	פַּרְשֵׁ֖ז	פרשׁז	to spread out, stretch over	
[Job 26:10]	חָ֭ג	חוג	to describe a circle	
[Job 26:11]	יְרוֹפָ֑פוּ	רפף	to sway, totter	
[Job 26:12]	וּבִתוּבְנָתוֹ	תּוּבְנָה	understanding, cleverness, skill	
[Job 26:13]	שִׁפְרָ֑ה	שִׁפְרָה 1	beauty	
[Job 28:4]	דַּ֖לּוּ	דלל 2	to dangle	
[Job 28:17]	זְכוֹכִ֑ית	זְכוֹכִית	(ornamental) glass	
[Job 28:18]	גָבִישׁ	גָּבִישׁ	rock crystal	
[Job 29:6]	הֲלִיכַ֣	הָלִיךְ	step, foot	
[Job 29:18]	ח֗וֹל	חוֹל 2	phoenix	
[Job 30:4]	מַלּ֣וּחַ	מַלּוּחַ	saltwort; mallow	
[Job 30:5]	גֵּ֥ו	גֵּו 2	community	
[Job 30:6]	עֲר֣וּץ	עָרוּץ	slope	
[Job 30:8]	נִ֝כְּא֗וּ	נכא	to be cast out	
[Job 30:12]	פִּרְחַ֪ח	פִּרְחַח	brood	
[Job 30:13]	נָתְס֗וּ	נתס	to tear open	
[Job 30:25]	עָֽגְמָ֥ה	עגם	to be sad	
[Job 30:30]	שָׁחַ֣ר	שׁחר 1	to become black	
[Job 31:28]	פְּלִילִ֑י	פְּלִילִי	something belonging to the judge; (alt.) something to be assessed	
[Job 31:33]	חֻבִּ֣	חֹב	shirt-pocket	
[Job 31:40]	בָאְשָׁ֑ה	בָּאְשָׁה	cockle, darnel (alt. annual mercury)	
[Job 32:6]	זָחַ֥לְתִּי	זחל 2	to be anxious	
[Job 32:19]	אֹב֥וֹת	אוֹב 1	bag, skin-bottle	
[Job 33:7]	אַכְפִּ֗	אֶ֫כֶף	hand	
[Job 33:9]	חַ֥ף	חַף	clean	
[Job 33:20]	זִֽהֲמַ֣תּ	זהם	to make something loathsome	
[Job 33:24]	פְּ֭דָעֵ	פדע	to ransom; (alt.) to release	
[Job 33:25]	רֻֽטֲפַ֣שׁ	רטפשׁ	to be strong, fresh; (alt.) to be far	
[Job 34:8]	חֶבְרָה	חֶבְרָה	company	
[Job 34:25]	מַעְבָּֽדֵי	מַעֲבָד	deed	
[Job 34:36]	אָבִ֗י	אָבִי 1	would that!	
[Job 35:15]	פַּ֣שׁ	פַּשׁ	high spirits; arrogance; (alt.) silliness, stupidity	
[Job 36:2]	כַּתַּר	כתר 1	to wait for, be patient with	
[Job 36:18]	סָ֑פֶק	סֶ֫פֶק	sufficiency, abundance; (alt.) mockery	
[Job 36:19]	מַאֲמַצֵּי	מַאֲמָץ	exertion	
[Job 36:27]	יְגָרַ֣ע	גרע 2	to draw up	
[Job 36:27]	נִטְפֵי	נֶ֫טֶף	drops	
[Job 37:6]	הֱוֵ֫א	הוה 1	to fall, fall upon; to cause to fall	
[Job 37:9]	מְּזָרִ֥ים	מְזָרִים	north wind	
[Job 37:11]	רִי	רִי	wetness, dampness; water supply, abundance	
[Job 37:11]	יַטְרִ֣יחַ	טרח	to burden	
[Job 37:12]	מְסִבּ֨וֹת	מְסִבָּה	round about; that which surrounds	
[Job 37:16]	מִפְלְשֵׂי	מִפְלָשׂ	floating, hovering	
[Job 37:16]	מִ֝פְלְא֗וֹת	מִפְלָאוֹת	wondrous works	
[Job 37:18]	רְאִ֥י	רְאִי	mirror	
[Job 37:21]	בָּהִ֣יר	בָּהִיר	dusky	
[Job 38:5]	מְ֭מַדֶּי	מֵמַד	measure	
[Job 38:9]	חֲתֻלָּתֽ	חֲתֻלָּה	swaddling bands	
[Job 38:16]	נִבְכֵי	נֵ֫בֶךְ	sources	
[Job 38:28]	אֶגְלֵי	אֵ֫גֶל	drop; collections, stores, reserve-supplies	
[Job 38:31]	מֹשְׁכ֖וֹת	מֹשְׁכוֹת	bracelet, fetter	
[Job 38:32]	מַזָּר֣וֹת	מַזָּרוֹת	stars	
[Job 38:32]	עַ֗יִשׁ	עַ֫יִשׁ	a constellation: the Great Bear, the Pleiades, or the Little Bear?	
[Job 38:33]	מִשְׁטָר֣	מִשְׁטָר	writing in the heavens; (metaph.) stars in the sky	
[Job 38:36]	שֶּׂ֣כְוִי	שֶׂ֫כְוִי	cock, rooster	
[Job 39:4]	בָּ֑ר	בַּר 4	open field,	
[Job 39:5]	עָ֝ר֗וֹד	עָרוֹד	wild ass	
[Job 39:8]	יָר֣וֹק	יָרוֹק	greenery	
[Job 39:13]	רְנָנִ֥ים	רְנָנִים	female ostrich, ostrich-hen	
[Job 39:13]	נֶעֱלָ֑סָה	עלס 2	to become agitated, or vivacious	
[Job 39:13]	נֹצָֽה	נֹצָה	falcon	
[Job 39:18]	תַּמְרִ֑יא	מרא 2	to strike the ground; to beat the air with her wings, rush away	
[Job 39:19]	רַעְמָֽה	רַעְמָה 1	mane	
[Job 39:20]	נַחְר֣	נַ֫חַר	snorting	
[Job 39:23]	תִּרְנֶ֣ה	רנה	to rattle	
[Job 39:26]	יַֽאֲבֶר	אבר 2	to soar, fly	
[Job 39:30]	יְעַלְעוּ	עלע	to drink; (alt.) to lick greedily	
[Job 40:12]	הֲדֹ֖ךְ	הדך	to tread down	
[Job 40:15]	בְ֭הֵמוֹת	בְּהֵמוֹת	big animal; hippopotamus, crocodile	
[Job 40:16]	שְׁרִירֵ֥י	שָׁרִיר	sinew, muscle	
[Job 40:17]	יַחְפֹּ֣ץ	חפץ 2	to hang	
[Job 40:18]	מְטִ֥יל	מָטִיל	rod	
[Job 40:20]	ב֭וּל	בּוּל 3	produce; tribute	
[Job 40:23]	יַעֲשֹׁ֣ק	עשׁק 2	to be strong	
[Job 40:30]	חַבָּרִ֑ים	חַבָּר	trading partner; guildsman	
[Job 40:31]	שֻׂכּ֣וֹת	שֻׂכָּה	harpoon	
[Job 40:31]	צִלְצַ֖ל	צִלְצָל	fish harpoon; (alt.) boat	
[Job 41:4]	חִ֣ין	חִין	unparalleled; trad. Graceful	
[Job 41:10]	עֲֽ֭טִישֹׁתָי	עֲטִישָׁה	sneeze	
[Job 41:11]	כִּיד֥וֹדֵי	כִּידוֹד	spark	
[Job 41:12]	נְּחִירָי	נָחִיר	nostril	
[Job 41:14]	תָּד֥וּץ	דוץ	to dance	
[Job 41:14]	דְּאָבָֽה	דְּאָבָה	strength	
[Job 41:18]	שִׁרְיָֽה	שִׁרְיָה	small arrow, arrow head	
[Job 41:19]	רִקָּב֣וֹן	רִקָּבוֹן	decay	
[Job 41:21]	תוֹתָ֑ח	תּוֹתָח	club; cudgel; (alt.) scimitar	
[Job 41:22]	חַדּ֣וּדֵי	חַדּוּד	spike, point	
[Job 41:25]	מָשְׁל֑	מֹ֫שֶׁל 1	similarity; epigrammatic poetry	
[Job 42:3]	מַעְלִ֥ים	עלם 2	to be (become) darkened, black	
[Job 42:13]	שִׁבְעָ֥נָה	שִׁבְעָנָה	fourteen (two sevens); (alt.) seven	

Proverbs
[Proverbs 1:22]	פֶ֥תִי	פֶּ֫תִי 2	simplicity, lack of wisdom	
[Proverbs 1:27]	כְשַׁאֲוָה	שֹׁאָוה	storm	
[Proverbs 2:18]	שָׁ֣חָה	שׁוח	to sink, subside, collapse	
[Proverbs 3:8]	רִ֭פְאוּת	רִפְאוּת	recovery; remedy, medicine	
[Proverbs 3:15]	מִפְּנִיִּים	פְּנִיִּים	pearls of coral	
[Proverbs 3:26]	לָּֽכֶד	לֶ֫כֶד	capture (alt. snare)	
[Proverbs 4:24]	לְז֥וּת	לָזוּת	crookedness	
[Proverbs 5:19]	יַעֲלַ֫ת	יַעֲלָה	female mountain goat	
[Proverbs 6:13]	מֹלֵ֣ל	מלל 4	to scrape; to give a sign	
[Proverbs 6:26]	בְעַד	בַּ֫עַד 2	exchange, price	
[Proverbs 7:16]	רָבַ֣דְתִּי	רבד	to prepare	
[Proverbs 7:16]	חֲ֝טֻב֗וֹת	חֲטֻבוֹת	multicolored embroidered cloth	
[Proverbs 7:16]	אֵט֥וּן	אֵטוּן	linen	
[Proverbs 7:17]	אֲ֝הָלִ֗ים	אֲהָלִים 1	aloe wood	
[Proverbs 7:18]	אֳהָבִֽים	אֹ֫הַב	pleasure of love; object of love	
[Proverbs 7:21]	חֵ֥לֶק	חֵ֫לֶק 1	smoothness	
[Proverbs 8:6]	מִפְתַּ֥ח	מִפְתָּח	opening	
[Proverbs 8:13]	גֵּ֘אָ֤ה	גֵּאָה	arrogance	
[Proverbs 8:18]	עָ֝תֵ֗ק	עָתֵק	time-honored, venerable; splendid	
[Proverbs 9:3]	גַּ֝פֵּ֗י	גַּף 1	on top of	
[Proverbs 9:13]	כְּ֭סִילוּת	כְּסִילוּת	insolence, stupidity	
[Proverbs 9:13]	פְּ֝תַיּ֗וּת	פְּתַיּוּת	thoughtlessness, lack of understanding	
[Proverbs 11:2]	צְנוּעִ֥ים	צָנוּעַ	humble; modest; level-headed	
[Proverbs 11:15]	תֹקְעִ֣ים	תּוֹקְעִים	handshake for undertaking a pledge	
[Proverbs 12:18]	מַדְקְר֣וֹת	מַדְקֵרָה	stab, wound	
[Proverbs 12:27]	יַחֲרֹ֣ךְ	חרך	(trad.) to fry, roast; to stir; to gain	
[Proverbs 14:18]	יַכְתִּ֥רוּ	כתר 3	to wear as a head-dress; (alt.) to crown with	
[Proverbs 14:28]	רָזֽוֹן	רָזוֹן 2	dignitary	
[Proverbs 15:19]	מְשֻׂ֣כַת	מְשֻׂכָה	thorn hedge	
[Proverbs 16:1]	מַֽעַרְכֵי	מַעֲרָךְ	reflections; disposition, direction	
[Proverbs 16:4]	מַּעֲנֵ֑	מַעֲנֶה 2	purpose, aim	
[Proverbs 16:18]	כִ֝שָּׁל֗וֹן	כִּשָּׁלוֹן	stumbling, fall	
[Proverbs 16:26]	אָכַ֖ף	אכף	to press (someone) hard	
[Proverbs 16:27]	צָרָֽבֶת	צָרָב	scorching	
[Proverbs 16:30]	עֹצֶ֣ה	עצה 1	to screw up (the eyes), to wink	
[Proverbs 17:22]	גֵּהָ֑ה	גֵּהָה	healing	
[Proverbs 17:25]	מֶ֗מֶר	מֶ֫מֶר	bitterness	
[Proverbs 19:15]	עַ֭צְלָה	עַצְלָה	slowness, sluggishness	
[Proverbs 19:26]	יַבְרִ֣יחַ	ברח 2	to injure	
[Proverbs 21:4]	נִ֖ר	נִר	light; (or) ground which has been recently cultivated	
[Proverbs 21:8]	הֲפַכְפַּ֬ךְ	הֲפַכְפַּךְ	crooked	
[Proverbs 21:8]	וָזָ֑ר	וָזָר	guilty, crooked?	
[Proverbs 21:14]	יִכְפֶּה	כפה	to subdue, avert (anger)	
[Proverbs 21:28]	יְדַבֵּֽר	דבר 3	to have descendants	
[Proverbs 22:21]	קֹ֭שְׁטְ	קֹשְׁטְ	truth	
[Proverbs 22:29]	חֲשֻׁכִּֽים	חָשֹׁךְ	low	
[Proverbs 23:2]	שַׂכִּ֣ין	שַׂכִּין	knife, dagger	
[Proverbs 23:2]	לֹעֶ֑	לֹעַ	gullet	
[Proverbs 23:7]	שָׁעַ֥ר	שׁער 1	to calculate	
[Proverbs 23:21]	נוּמָֽה	נוּמָה	drowsiness	
[Proverbs 23:28]	חֶ֣תֶף	חֶ֫תֶף	robbery; robber	
[Proverbs 23:29]	אֲב֡וֹי	אֲבוֹי	woe; (inj.) Oh!	
[Proverbs 23:29]	חַכְלִל֥וּת	חַכְלִלוּת	sparkling; alt. dullness	
[Proverbs 23:34]	חִבֵּֽל	חִבֵּל	mast?, ship's rope?	
[Proverbs 25:10]	יְחַסֶּדְ	חסד 1	to bring shame	
[Proverbs 25:11]	אָפְנָֽי	אֹ֫פֶן	(proper) time; (proper) way	
[Proverbs 25:13]	צִנַּת	צִנָּה 1	cold	
[Proverbs 25:18]	מֵפִ֣יץ	מֵפִיץ	mace	
[Proverbs 26:7]	דַּלְי֣וּ	דלה 2	to hang down, to dangle	
[Proverbs 26:8]	מַרְגֵּמָ֑ה	מַרְגֵּמָה	sling; (alt.) heap of stones	
[Proverbs 26:11]	קֵא֑	קֵא	vomit	
[Proverbs 26:14]	צִירָ֑	צִיר 1	hole for door pivot	
[Proverbs 26:18]	מִתְלַהְלֵהַּ	לההּ	to behave like a madman	
[Proverbs 26:18]	זִקִּ֗ים	זֵק 2	fire-arrow	
[Proverbs 26:26]	מַשָּׁא֑וֹן	מַשָּׁאוֹן	deception	
[Proverbs 26:28]	מִדְחֶֽה	מִדְחֶה	calamity	
[Proverbs 27:3]	נֵ֣טֶל	נֵ֫טֶל	burden	
[Proverbs 27:4]	אַכְזְרִיּ֣וּת	אַכְזְרִיּוּת	cruelty	
[Proverbs 27:15]	סַגְרִ֑יר	סַגְרִיר	cloudburst	
[Proverbs 27:21]	מַהֲלָלֹֽ	מַהֲלָל	reputation; praise, recognition	
[Proverbs 27:22]	תִּכְתּֽוֹשׁ	כתשׁ	to pound (in mortar), to bray	
[Proverbs 27:22]	עֱלִ֑י	עֱלִי	pestle	
[Proverbs 28:10]	שְׁחוּת֥	שְׁחוּת	pit	
[Proverbs 28:23]	אַ֭חֲרַי	אַחֲרַי	turning backwards? Lowly esteemed?	
[Proverbs 29:7]	דָּֽעַת	דַּ֫עַת 2	claim, right	
[Proverbs 29:18]	אַשְׁרֵֽ	אֶ֫שֶׁר	happiness	
[Proverbs 29:21]	מְפַנֵּ֣ק	פנק	to pamper, spoil; (pt.) pampered	
[Proverbs 29:21]	מָנֽוֹן	מָנוֹן	arrogant, insolent, rebellious:	
[Proverbs 30:15]	עֲלוּקָ֨ה	עֲלוּקָה	leech	
[Proverbs 30:28]	שְׂ֭מָמִית	שְׂמָמִית	gecko	
[Proverbs 30:31]	זַרְזִ֣יר	זַרְזִיר	rooster (alt. war-horse, greyhound)	
[Proverbs 30:31]	אַלְק֥וּם	אַלְקוּם	levy? irresistible?	
[Proverbs 31:19]	כִּישׁ֑וֹר	כִּישׁוֹר	whorl (small disk at the lower end of the distaff to cause it to spin)	
[Proverbs 31:27]	עַ֝צְל֗וּת	עַצְלוּת	sluggishness	

Ruth
[Ruth 1:13]	תֵּֽעָגֵ֔נָה	עגן	to let oneself be locked in, let oneself be hindered	
[Ruth 2:14]	יִּצְבָּט	צבט	to pick up and offer	
[Ruth 2:16]	צְּבָתִ֑ים	צֶ֫בֶת	sheaf of corn	
[Ruth 3:2]	מֹֽדַעְתּ	מֹדַ֫עַת	(distant) relative	
[Ruth 3:14]	בִּטְרוֹם	טְרוֹם	even before	

Song of Solomon
[Song of Solomon 1:6]	שְׁחַרְחֹ֔רֶת	שְׁחַרְחֹר	darkish color, complexion	
[Song of Solomon 1:8]	גְּדִיֹּתַ֔י	גְּדִיָּה	kid	
[Song of Solomon 1:9]	סֻסָת	סוּסָה	mare	
[Song of Solomon 1:10]	חֲרוּזִֽים	חֲרוּזִים	necklace of shells	
[Song of Solomon 1:11]	נְקֻדּ֥וֹת	נְקֻדָּה	spot of silver; glass beads, circular or drop-shaped ear-pendant	
[Song of Solomon 1:17]	רַחִיטֵנוּ	רָחִיט	rafters	
[Song of Solomon 1:17]	בְּרוֹתִֽים	בְּרוֹת	juniper	
[Song of Solomon 2:8]	מְקַפֵּ֖ץ	קפץ 2	to gambol	
[Song of Solomon 2:9]	כָּתְלֵ֔	כֹּ֫תֶל	wall	
[Song of Solomon 2:9]	מֵצִ֖יץ	צוץ 2	to gaze	
[Song of Solomon 2:9]	חֲרַכִּֽים	חָרָךְ	lattice	
[Song of Solomon 2:12]	זָּמִ֖יר	זָמִיר 2	trimming (of vine); vintage; alt. song	
[Song of Solomon 2:13]	חָֽנְטָ֣ה	חנט 1	to put forth, to bring about ripeness	
[Song of Solomon 2:13]	פַגֶּ֔י	פַּג	unripened fruit	
[Song of Solomon 2:17]	בָֽתֶר	בֶּ֫תֶר 2	mountains with many ravines; mountains of perfumes	
[Song of Solomon 3:6]	אַבְקַ֥ת	אֲבָקָה	scent-powders	
[Song of Solomon 3:9]	אַפִּרְי֗וֹן	אַפִּרְיוֹן	sedan chair	
[Song of Solomon 3:10]	רְפִידָת֣	רְפִידָה	support, rest, back; (alt.) base, foundation of a saddle, litter	
[Song of Solomon 3:10]	רָצ֣וּף	רצף 1	(pt.) inlaid	
[Song of Solomon 3:11]	חֲתֻנָּת֔	חֲתֻנָּה	wedding	
[Song of Solomon 4:3]	מִדְבָּרֵ֖	מִדְבָּר 2	mouth	
[Song of Solomon 4:4]	תַלְפִּיּ֑וֹת	תַּלְפִּיּוֹת	layers, courses	
[Song of Solomon 4:9]	צַּוְּרֹנָֽי	צַוָּרוֹן	necklace	
[Song of Solomon 4:13]	שְׁלָחַ֙י	שֶׁ֫לַח 2	shoot, small shoot	
[Song of Solomon 4:14]	כַרְכֹּ֗ם	כַּרְכֹּם	saffron	
[Song of Solomon 5:2]	רְסִ֥יסֵי	רָסִיס 1	droplets, dew	
[Song of Solomon 5:3]	אֲטַנְּפֵֽ	טנף	to soil	
[Song of Solomon 5:10]	דָּג֖וּל	דגל 1	(pt.) visible, outstanding	
[Song of Solomon 5:11]	תַּלְתַּלִּ֔ים	תַּלְתַּלִּים	palm shoots; spathe of the date-palm, swaying of palm-branches	
[Song of Solomon 5:12]	מִלֵּֽאת	מִלֵּאת	waterhole, pond (trad. The doves); socket (of eye or teeth)	
[Song of Solomon 5:13]	מֶרְקָחִ֑ים	מֶרְקָח	herbal spices	
[Song of Solomon 5:14]	עֶ֣שֶׁת	עֶ֫שֶׁת	plaques, panels	
[Song of Solomon 6:11]	אֱגוֹז֙	אֱגוֹז	nut tree	
[Song of Solomon 7:2]	חַמּוּקֵ֣י	חַמּוּק	curve	
[Song of Solomon 7:2]	אָמָּֽן	אָמָּן	craftsman	
[Song of Solomon 7:3]	סַּ֔הַר	סַ֫הַר	round drinking vessel	
[Song of Solomon 7:3]	מָּ֑זֶג	מֶ֫זֶג	mixed wine, spiced wine	
[Song of Solomon 7:3]	סוּגָ֖ה	סוג 2	(pt.) fenced around	
[Song of Solomon 7:6]	רְהָטִֽים	רַ֫הַט 2	tress; (alt.) ribbon, braid, leather strip	
[Song of Solomon 7:9]	סַנְסִנָּ֑י	סַנְסִנָּה	panicle of the date	
[Song of Solomon 7:10]	דּוֹבֵ֖ב	דבב	to trickle ? to slide ?	
[Song of Solomon 8:2]	רֶ֔קַח	רֶ֫קַח	spice mixture, spices	
[Song of Solomon 8:5]	מִתְרַפֶּ֖קֶת	רפק	to lean (one-self) against, support oneself on	
[Song of Solomon 8:6]	שַׁלְהֶ֥בֶתְיָֽה	שַׁלְהֶבֶתְיָה	flame of Yahweh, lightning	

Ecclesiastes
[Ecclesiastes 1:15]	חֶסְר֖וֹן	חֶסְרוֹן	deficit; what is lacking	
[Ecclesiastes 5:10]	רְאִיַּת	רְאִיַּת	observation, watching, check	
[Ecclesiastes 8:1]	פֵּ֣שֶׁר	פֵּ֫שֶׁר	meaning, explanation	
[Ecclesiastes 9:1]	ב֣וּר	בור	to examine	
[Ecclesiastes 9:1]	עֲבָדֵי	עֲבָד	deeds, works	
[Ecclesiastes 9:11]	מֵּר֜וֹץ	מֵרוֹץ	race, running	
[Ecclesiastes 10:6]	סֶּ֔כֶל	סֶ֫כֶל	folly	
[Ecclesiastes 10:8]	גּוּמָּ֖ץ	גּוּמָּץ	pit	
[Ecclesiastes 10:13]	הוֹלֵל֖וּת	הוֹלֵלוּת	foolishness, blindness	
[Ecclesiastes 10:17]	שְּׁתִֽי	שְׁתִי 2	act of drinking, place for drinking	
[Ecclesiastes 10:18]	עֲצַלְתַּ֖יִם	עֲצַלְתַּ֫יִם	extreme laziness	
[Ecclesiastes 10:18]	מְּקָרֶ֑ה	מְקָרֶה	beams	
[Ecclesiastes 10:18]	שִׁפְל֥וּת	שִׁפְלוּת	hanging low, sinking	
[Ecclesiastes 11:10]	שַּׁחֲר֖וּת	שַׁחֲרוּת	blackness, black hair; (alt.) the prime of youth	
[Ecclesiastes 12:3]	בָטְל֤וּ	בטל	to be inactive, to cease working	
[Ecclesiastes 12:3]	טֹּֽחֲנוֹת֙	טֹחֲנָה	molar	
[Ecclesiastes 12:4]	טַּחֲנָ֑ה	טַחֲנָה	mill	
[Ecclesiastes 12:5]	חַתְחַתִּ֣ים	חַתְחַת	terrors	
[Ecclesiastes 12:5]	אֲבִיּוֹנָ֑ה	אֲבִיּוֹנָה	caper-berry	
[Ecclesiastes 12:9]	אִזֵּ֣ן	אזן 2	to balance, weight, test, prove	
[Ecclesiastes 12:11]	מַשְׂמְר֥וֹת	מַשְׂמֵרָה	prick at the tip of an ox-goad	
[Ecclesiastes 12:11]	אֲסֻפּ֑וֹת	אֲסֻפָּה	collection	
[Ecclesiastes 12:12]	לַ֥הַג	לַ֫הַג	study	
[Ecclesiastes 12:12]	יְגִעַ֥ת	יְגִיעָה	weariness	

Lamentations
[Lamentations 1:7]	מִשְׁבַּתֶּֽ	מִשְׁבָּת	cessation	
[Lamentations 1:8]	נִידָ֣ה	נִידָה	shaking of the head, mocking gesture	
[Lamentations 1:14]	נִשְׂקַד֩	שׂקד	to bind; (alt.) to watch	
[Lamentations 2:1]	יָעִ֨יב	עוב	to make dark, to cover with cloud or to scorn	
[Lamentations 2:6]	שֻׂכּ֔	שֹׂךְ	enclosure; hut, shelter	
[Lamentations 2:14]	מַדּוּחִֽים	מַדּוּחִים	transgression	
[Lamentations 2:18]	פוּגַת֙	פּוּגָה	diminished effort	
[Lamentations 2:20]	טִפֻּחִ֔ים	טִפֻּחִים	health and beauty	
[Lamentations 2:22]	טִפַּ֥חְתִּי	טפח 2	to bring forth healthy children; (trad.) to cherish	
[Lamentations 3:8]	שָׂתַ֖ם	שׂתם	to close, shut out, reject; to silence, make dumb; to shut the ear to	
[Lamentations 3:11]	יְפַשְּׁחֵ֖	פשׁח	to tear to shreds, tear limb from limb	
[Lamentations 3:16]	הִכְפִּישַׁ֖	כפשׁ	to tread down, make someone cower	
[Lamentations 3:26]	יָחִיל֙	יָחִיל	waiting; hoping	
[Lamentations 3:45]	סְחִ֧י	סְחִי	offscouring	
[Lamentations 3:45]	מָא֛וֹס	מָאוֹס	rubbish	
[Lamentations 3:47]	שֵּׁ֥את	שֵׁאת	desolation, devastation	
[Lamentations 3:49]	הֲפֻגֽוֹת	הֲפֻגָה	stop	
[Lamentations 3:59]	עַוָּ֣תָת	עַוָּתָה	the bending of the law; oppression	
[Lamentations 3:63]	קִֽימָת	קִימָה	rising up	
[Lamentations 3:63]	מַנְגִּינָת	מַנְגִּינָה	mocking song	
[Lamentations 3:65]	מְגִנַּת	מְגִנָּה	shamelessness	
[Lamentations 3:65]	תַּאֲלָֽת	תַּאֲלָה	curse	
[Lamentations 4:2]	מְסֻלָּאִ֖ים	סלא	(pt.) paid	
[Lamentations 4:7]	צַח֖וּ	צחח	to shine	
[Lamentations 4:8]	שְּׁחוֹר֙	שְׁחוֹר	blackness, soot; ember	
[Lamentations 4:8]	צָפַ֤ד	צפד	to contract, shrink, shrivel	
[Lamentations 4:10]	רַחֲמָ֣נִיּ֔וֹת	רַחֲמָנִי	compassionate, tender, sensitive	
[Lamentations 4:15]	נָצ֖וּ	נוץ	to distance oneself	
[Lamentations 4:16]	חִלְּקָ֔	חלק 3	to eradicate	
[Lamentations 4:17]	צִפִּיָּת	צִפִּיָּה	observation point	
[Lamentations 5:13]	טְח֣וֹן	טְחוֹן	hand-mill	

Esther
[Esther 1:6]	כַּרְפַּ֣ס	כַּרְפַּס	linen	
[Esther 1:6]	בַּהַט	בַּ֫הַט	a precious stone	
[Esther 1:6]	דַ֥ר	דַּר	mother of pearl	
[Esther 1:6]	סֹחָֽרֶת	סֹחֶ֫רֶת	a mineral	
[Esther 1:8]	שְּׁתִיָּ֥ה	שְׁתִיָּה	manner of drinking, time for drinking	
[Esther 1:8]	אֹנֵ֑ס	אנס	to compel	
[Esther 1:18]	בִּזָּי֥וֹן	בִּזָּיוֹן	contempt	
[Esther 2:12]	מְרוּקֵי	מְרוּקִים	cosmetic treatment	
[Esther 2:18]	הֲנָחָ֤ה	הֲנָחָה	release from taxes	
[Esther 2:20]	אָמְנָ֖ה	אָמְנָה 2	care, guardianship	
[Esther 4:14]	הַצָּלָ֞ה	הַצָּלָה	deliverance	
[Esther 7:4]	נֵ֥זֶק	נֵ֫זֶק	burden, damage	
[Esther 8:6]	אָבְדַ֖ן	אָבְדָן	destruction	
[Esther 8:10]	רַמָּכִֽים	רַמָּכָה	racing mare	
[Esther 8:15]	תַכְרִ֥יךְ	תַּכְרִיךְ	coat, overgarment	
[Esther 8:17]	מִֽתְיַהֲדִ֔ים	יהד	to pose as a Jew	
[Esther 9:5]	אַבְדָ֑ן	אַבְדָן	destruction	
[Esther 9:19]	הַפְּרוֹזִים	פְּרוֹזִים	residents of the open country	

Daniel
[Daniel 1:10]	גִֽילְ	גִּיל 1	age(-group)	
[Daniel 1:10]	חִיַּבְתֶּ֥ם	חוב	to be guilty of, be the cause of; to endanger one’s life, incriminate oneself	
[Daniel 1:12]	זֵּרֹעִ֛ים	זֵרֹעִים	seeds, vegetables	
[Daniel 1:16]	זֵרְעֹנִֽים	זֵרְעֹנִים	seeds, vegetables	
[Daniel 8:13]	פַּֽלְמוֹנִ֣י	פַּלְמוֹנִי	so-and-so, someone	
[Daniel 9:21]	מֻעָ֣ף	יעף 2	(pt.) swift	
[Daniel 9:21]	יעָ֔ף	יְעָף	flight; (trad.) tiredness	
[Daniel 9:24]	נֶחְתַּ֥ךְ	חתך	to be determined, imposed	
[Daniel 9:25]	חָר֔וּץ	חָרוּץ 2	town-moat	
[Daniel 9:25]	צ֖וֹק	צוֹק	distress	
[Daniel 10:21]	רָשׁ֥וּם	רשׁם	(pt.) recorded, determined	
[Daniel 11:27]	מֵרָ֔ע	מֵרַע	wickedness, outrage	
[Daniel 11:43]	מִכְמַנֵּי֙	מִכְמָן	(hidden) treasure	
[Daniel 11:45]	אַפַּדְנ֔	אַפֶּ֫דֶן	palace	
[Daniel 12:3]	יַזְהִ֖רוּ	זהר 1	to shine	

Ezra
[Ezra 1:8]	גִּזְבָּ֑ר	גִּזְבָּר	treasurer	
[Ezra 1:9]	מַחֲלָפִ֖ים	מַחֲלָף	knife?, censor?, replacement piece?, offering basin?	
[Ezra 3:7]	רִשְׁי֛וֹן	רִשְׁיוֹן	authorization	
[Ezra 4:4]	וּמְבַלַהִים	בלהּ	to deter	
[Ezra 4:5]	סֹכְרִ֧ים	סכר 3	to haggle; to buy, bribe	
[Ezra 4:6]	שִׂטְנָ֔ה	שִׂטְנָה 1	charge, item of indictment; accusation	
[Ezra 4:7]	מְתֻרְגָּ֥ם	תרגם	(pt.) translated	
[Ezra 7:9]	יְסֻ֔ד	יְסֻד	foundation, beginning	
[Ezra 7:11]	פַּרְשֶׁ֣גֶן	פַּרְשֶׁ֫גֶן	copy	
[Ezra 8:27]	מֻצְהָ֤ב	צהב	(pt.) gleaming red, shining	
[Ezra 9:5]	תַּֽעֲנִית	תַּעֲנִית	humiliation, penitential act	
[Ezra 10:1]	בֶֽכֶה	בֶּ֫כֶה	weeping	

Nehemiah
[Nehemiah 3:15]	יטַֽלְלֶ֔	טלל	to make a roof	
[Nehemiah 3:15]	שֶּׁ֙לַח֙	שֶׁ֫לַח 3	aqueduct, canal, water channel	
[Nehemiah 3:31]	צֹּ֣רְפִ֔י	צֹרְפִי	metal smelters, refiners	
[Nehemiah 3:34]	אֲמֵלָלִ֖ים	אֲמֵלָל	frail, wretched	
[Nehemiah 3:36]	בוּזָ֔ה	בּוּזָה	contempt	
[Nehemiah 5:4]	מִדַּ֣ת	מִדָּה 2	tribute, tax payment	
[Nehemiah 5:7]	יִּמָּלֵ֨ךְ	מלך 2	to debate with someone, think over	
